Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 959.0, 1.7525424254751147, 44.624, 15.189231606900172, teta = 0.05
2, 561.0, 2.7454587856769876, 44.865, 17.28796086689016, teta = 0.1
3, 556.0, 2.631377760667988, 47.709, 17.06789579049496, teta = 0.1
4, 565.0, 2.8928324328883264, 43.396, 18.587568284881627, teta = 0.1
