Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 710.0, 5.208403010132315, 3.2, 25.6168182384572, teta = 0.1
2, 705.0, 5.272993102058535, 1.6, 25.687744818300416, teta = 0.1
3, 1339.0, 3.4108375325231464, 1.8, 25.659905774504296, teta = 0.05
4, 361.0, 3.164617776783416, 1.2, 26.07067785244726, teta = 0.15
