Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 21.0, 0.041885596059728414, 34.211, 1.4877136910072295, teta = 0.4
2, 13.0, 0.026033952017314732, 29.87, 1.4537505230327952, teta = 0.5
3, 9.0, 0.024134799576131627, 42.105, 1.4803473844076507, teta = 0.75
4, 9.0, 0.025286315292760264, 24.675, 1.479719020469929, teta = 0.75
