Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 876.0, 9.372504423030477, 4.532, 56.01003152001067, teta = 0.05
2, 886.0, 9.678901662497083, 4.678, 59.41010880489921, teta = 0.05
3, 881.0, 9.212816103179648, 4.894, 58.87773569829733, teta = 0.05
4, 900.0, 9.792195293186523, 4.971, 58.82407846015849, teta = 0.05
