Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 91.0, 0.06596609258940589, 33.962, 1.2435273908013187, teta = 0.1
2, 92.0, 0.0676955479739263, 29.63, 1.1896781525711049, teta = 0.1
3, 131.0, 0.051039055048931914, 32.075, 1.248913090381393, teta = 0.05
4, 93.0, 0.06863033630543214, 29.63, 1.206994524603033, teta = 0.1
