Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 67.0, 0.07320924761643255, 25.373, 2.471863501509688, teta = 0.7
2, 70.0, 0.07469579379267088, 29.412, 2.4752448364824886, teta = 0.7
3, 66.0, 0.0752160364681913, 26.866, 2.4926601176539407, teta = 0.7
4, 65.0, 0.0747292483538331, 26.471, 2.493603633261955, teta = 0.7
