Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 460.0, 5.736106053869662, 2.773, 64.31336112162967, teta = 0.15
2, 1171.0, 6.892037280988006, 4.152, 61.986571145003836, teta = 0.05
3, 1174.0, 6.397094980409747, 4.498, 61.08793507293831, teta = 0.05
4, 327.0, 4.230612960297549, 4.159, 61.14914916322414, teta = 0.2
