Fold, No hyperboxes, Training time, Testing error
1.0, 91.0, 0.29005783759930637, 5.702
2.0, 115.0, 0.30874196787772235, 5.702
3.0, 113.0, 0.3036694805632578, 7.524
4.0, 102.0, 0.2962808709271485, 6.287
