Fold, No hyperboxes, Training time, Testing error
1.0, 46.0, 0.06728439625294413, 90.323
2.0, 40.0, 0.07203445916820783, 91.081
3.0, 39.0, 0.06967615500616375, 88.679
4.0, 42.0, 0.06801651782006957, 93.261
