Fold, No hyperboxes, Training time, Testing error
1.0, 93.0, 0.02352146594785154, 26.866
2.0, 96.0, 0.022303041114355437, 29.412
3.0, 94.0, 0.02306182937172707, 34.328
4.0, 91.0, 0.020082433984498493, 26.471
