Fold, No hyperboxes, Training time, Testing error
1.0, 47.0, 0.02978910536330659, 51.316
2.0, 41.0, 0.026629831103491597, 46.753
3.0, 46.0, 0.026941103977151215, 46.053
4.0, 43.0, 0.026183770271018147, 41.558
