Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.0002220607129856944, 24.138, 0.06966160953015788, K = 7
2, 0.00020509101159404963, 31.034, 0.04969020590942819, K = 18
3, 0.00022836374409962445, 27.586, 0.05378426850074902, K = 7
4, 0.00020412130834301934, 24.138, 0.05011541823478183, K = 5
