Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.002129455577232875, 3.289, 1.3374750727089122, K = 3
2, 0.0022656980654574, 3.728, 1.6777753589194617, K = 3
3, 0.0023238799112732522, 3.652, 1.7067445850916556, K = 3
4, 0.0023888496434665285, 3.728, 1.8034636622905964, K = 3
