Fold, Training time, Testing error, Optimization time, Optimal param
1, 0.00172994023296269, 2.426, 1.077706704342745, K = 3
2, 0.0016373341268263175, 3.979, 1.0949101066235016, K = 3
3, 0.001712000829684257, 3.806, 1.0856548294086679, K = 3
4, 0.0017289705356233753, 3.64, 1.0787525230316533, K = 3
