Fold, No hyperboxes, Training time, Testing error
1.0, 643.0, 4.799787054449553, 19.04
2.0, 662.0, 5.086888769394136, 20.0
3.0, 649.0, 4.686852696657297, 18.8
4.0, 649.0, 5.231839142710669, 17.04
