Fold, No hyperboxes, Training time, Testing error
1.0, 31.0, 0.014040249225217849, 54.717
2.0, 31.0, 0.013181097310734913, 53.704
3.0, 30.0, 0.013914188559283502, 49.057
4.0, 30.0, 0.012414066615747288, 55.556
