Fold, No hyperboxes, Training time, Testing error
1.0, 56.0, 0.0546051173878368, 62.032
2.0, 79.0, 0.08893143705790862, 51.872
3.0, 66.0, 0.06656972925702576, 59.893
4.0, 69.0, 0.06349433382274583, 57.219
