Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 97.0, 0.1682706270366907, 6.759, 29.0
2.0, 98.0, 0.16717195983801503, 6.747, 29.0
3.0, 92.0, 0.16091644165862817, 5.536, 18.0
4.0, 101.0, 0.16550892872328404, 5.719, 24.0
