Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 110.0, 0.3088079073058907, 3.874, 39.0
2.0, 117.0, 0.3127487577003194, 3.363, 28.0
3.0, 119.0, 0.3332151918730233, 3.871, 49.0
4.0, 111.0, 0.29207771737128496, 4.386, 47.0
