Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 58.0, 0.0731452475883998, 45.968, 289.0
2.0, 66.0, 0.07751615879533347, 46.486, 276.0
3.0, 59.0, 0.07775276496249717, 52.022, 264.0
4.0, 56.0, 0.07774694678664673, 45.283, 291.0
