Fold, No hyperboxes, Training time, Testing error
1.0, 81.0, 0.2738895873335423, 6.36
2.0, 111.0, 0.30272935891116504, 5.994
3.0, 97.0, 0.2863114115316421, 7.67
4.0, 80.0, 0.26305709723965265, 7.237
