Fold, No hyperboxes, Training time, Testing error
1.0, 32.0, 0.13001072969927918, 19.757
2.0, 32.0, 0.1253920607996406, 24.048
3.0, 30.0, 0.11713023860647809, 19.55
4.0, 32.0, 0.1169193294190336, 23.224
