Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 68.0, 0.1511302550934488, 17.91, 33.29450390036527, teta = 0.75; K = 4
2, 98.0, 0.18711524223726883, 20.588, 32.494299391175446, teta = 0.5; K = 5
3, 135.0, 0.17125099212171335, 17.91, 33.34484865204831, teta = 0.35; K = 2
4, 87.0, 0.19989197570521355, 19.118, 32.98137211218, teta = 0.6; K = 5
