Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 30.0, 0.0329396523302421, 27.586, 6.271067767789646, teta = 0.4; K = 5
2, 61.0, 0.027222316224651877, 31.034, 6.447879005034338, teta = 0.3; K = 2
3, 35.0, 0.02300898085377412, 20.69, 6.392443826640374, teta = 0.5; K = 2
4, 38.0, 0.039210685674333945, 24.138, 6.469715136830928, teta = 0.35; K = 6
