Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 1646.0, 32.787403533286124, 24.0, 2901.9508901580066, teta = 0.4; K = 10
2, 3255.0, 17.243330542220065, 19.68, 2805.8929483117317, teta = 0.3; K = 8
3, 2482.0, 31.01435685544857, 20.4, 2813.566030819893, teta = 0.35; K = 10
4, 3121.0, 20.643947463737277, 19.04, 12245.098462108348, teta = 0.3; K = 10
