Fold, No hyperboxes, Training time, Testing error
1.0, 33.0, 0.7759887398860883, 19.371
2.0, 41.0, 1.6079445371869951, 51.901
3.0, 39.0, 1.0851627079682657, 10.446
4.0, 36.0, 1.1978677322913427, 18.567
