Fold, No hyperboxes, Training time, Testing error
1.0, 97.0, 0.8897298859374132, 8.319
2.0, 98.0, 0.9256159639335237, 8.651
3.0, 92.0, 0.8174137296591653, 7.093
4.0, 101.0, 0.9125774121639552, 8.319
