Fold, No hyperboxes, Training time, Testing error
1.0, 28.0, 0.04064195910177659, 43.396
2.0, 26.0, 0.04104244415066205, 44.444
3.0, 27.0, 0.04388365765044, 43.396
4.0, 27.0, 0.030601711812778376, 53.704
