Fold, No hyperboxes, Training time, Testing error
1.0, 35.0, 0.21345367925823666, 3.4
2.0, 34.0, 0.21200883007259108, 2.4
3.0, 36.0, 0.19753512607712764, 1.6
4.0, 34.0, 0.19403645771672018, 3.4
