Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 67.0, 0.07189627728348569, 19.403, 2.4643929524327177, teta = 0.7
2, 70.0, 0.07470064227891271, 25.0, 2.4865117510362325, teta = 0.7
3, 66.0, 0.07351712655417941, 20.896, 2.5132603700658365, teta = 0.7
4, 65.0, 0.07439858152702072, 19.118, 2.530171408568094, teta = 0.7
