Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 407.0, 11.931478754656382, 17.84, 250.4278639650247, teta = 0.35
2, 399.0, 12.018496008968214, 18.08, 245.28391286492842, teta = 0.35
3, 401.0, 11.82116645874703, 19.28, 245.01957528221828, teta = 0.35
4, 400.0, 11.745870907088829, 16.8, 246.493114905752, teta = 0.35
