Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 876.0, 9.364249873578956, 4.24, 55.86336429739458, teta = 0.05
2, 886.0, 9.709159131707565, 3.874, 59.62143108917371, teta = 0.05
3, 881.0, 9.219086166827765, 4.529, 58.86319023669785, teta = 0.05
4, 900.0, 9.801520873465051, 4.386, 59.167586990348354, teta = 0.05
