Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 1292.0, 41.805174208566314, 11.125, 314.3091502104944, teta = 0.15
2, 2804.0, 70.68360760418, 10.752, 345.4418310020992, teta = 0.1
3, 1293.0, 40.34234052961983, 11.871, 294.31867021511425, teta = 0.15
4, 1298.0, 46.046967780348496, 10.323, 324.54524147648044, teta = 0.15
