Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 12.0, 0.012792248628102243, 31.034, 0.5115541874183691, teta = 0.6
2, 65.0, 0.02190982879983494, 17.241, 0.5348671684259898, teta = 0.2
3, 12.0, 0.01173721780651249, 44.828, 0.5288206200348213, teta = 0.75
4, 30.0, 0.020902313161059283, 34.483, 0.5367740784349735, teta = 0.4
