Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 91.0, 0.06671275961798528, 32.075, 1.2400495709334791, teta = 0.1
2, 92.0, 0.06734451749980508, 29.63, 1.1928602147208949, teta = 0.1
3, 131.0, 0.050392266856761125, 32.075, 1.2494381815458837, teta = 0.05
4, 93.0, 0.06905409408682317, 29.63, 1.2097591320043648, teta = 0.1
