Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 189.0, 0.3266435523109976, 34.759, 3.482536476381938, teta = 0.05
2, 195.0, 0.3247938544373028, 34.225, 3.5199406157335034, teta = 0.05
3, 196.0, 0.3249441575462697, 35.829, 3.463487739878474, teta = 0.05
4, 194.0, 0.285789229470538, 28.342, 3.4963187860994367, teta = 0.05
