Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 460.0, 6.364784176865214, 2.6, 65.84831847191208, teta = 0.15
2, 1171.0, 6.880371335937525, 3.287, 62.006997821574714, teta = 0.05
3, 1174.0, 6.439070273489051, 4.325, 61.04100608048793, teta = 0.05
4, 327.0, 4.25070897004025, 4.159, 61.088257982185496, teta = 0.2
