Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 959.0, 1.7750297091053113, 43.548, 15.498749817575664, teta = 0.05
2, 561.0, 2.735255629214862, 42.973, 17.71764059037116, teta = 0.1
3, 556.0, 2.6435814029485982, 44.744, 17.347020774313137, teta = 0.1
4, 565.0, 2.9180295360142736, 40.431, 18.813179545783896, teta = 0.1
