Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 21.0, 0.04235589932068251, 34.211, 1.4956496948652784, teta = 0.4
2, 13.0, 0.02627540667890571, 29.87, 1.4578024037837167, teta = 0.5
3, 173.0, 0.09598259199265158, 32.895, 1.485310295909585, teta = 0.05
4, 9.0, 0.02487661812483566, 24.675, 1.4792220505332807, teta = 0.75
