Fold, No hyperboxes, Training time, Testing error, Optimization time, Optimal param
1, 710.0, 5.2167758626819705, 2.2, 25.742748481330636, teta = 0.1
2, 705.0, 5.28994874664204, 1.4, 25.679456814279547, teta = 0.1
3, 1339.0, 3.4172433538115, 1.8, 25.820278700739436, teta = 0.05
4, 711.0, 5.444514154914941, 1.2, 26.088189133668493, teta = 0.1
