Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 19.0, 0.013016733588301577, 35.849, 28.0
2.0, 17.0, 0.01332558222929947, 38.889, 25.0
3.0, 19.0, 0.013028369954554364, 41.509, 22.0
4.0, 17.0, 0.013390551946940832, 29.63, 26.0
