Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 81.0, 0.2738895873335423, 3.436, 52.0
2.0, 111.0, 0.30272935891116504, 3.801, 39.0
3.0, 97.0, 0.2863114115316421, 4.091, 61.0
4.0, 80.0, 0.26305709723965265, 4.532, 63.0
