Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 74.0, 0.08401652559405193, 24.599, 82.0
2.0, 69.0, 0.0773081586958142, 21.39, 77.0
3.0, 70.0, 0.07358791446313262, 23.529, 88.0
4.0, 55.0, 0.05527081467153039, 22.46, 97.0
