Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 45.0, 0.03136146975157317, 30.263, 25.0
2.0, 44.0, 0.03005528730864171, 28.571, 15.0
3.0, 39.0, 0.025590800287318416, 31.579, 28.0
4.0, 35.0, 0.02455564826959744, 27.273, 26.0
