Fold, No hyperboxes, Training time, Testing error
1.0, 60.0, 0.021184010271099396, 31.034
2.0, 65.0, 0.021906919704633765, 17.241
3.0, 65.0, 0.02295031415997073, 24.138
4.0, 63.0, 0.022496010904433206, 37.931
