Fold, No hyperboxes, Training time, Testing error
1.0, 2340.0, 33.37909109289467, 24.24
2.0, 2324.0, 32.42966226892895, 20.32
3.0, 2347.0, 31.561834454216296, 21.76
4.0, 2346.0, 33.316583911073394, 22.64
