Fold, No hyperboxes, Training time, Testing error
1.0, 212.0, 1.000249697099207, 61.29
2.0, 215.0, 1.017627160064876, 57.297
3.0, 202.0, 1.0361226841778262, 62.534
4.0, 205.0, 1.1083569010224892, 62.534
