Fold, No hyperboxes, Training time, Testing error
1.0, 681.0, 21.569780639896635, 10.566
2.0, 679.0, 23.475738412482315, 12.617
3.0, 682.0, 20.995297937115538, 11.995
4.0, 675.0, 21.287821715319296, 11.007
