Fold, No hyperboxes, Training time, Testing error
1.0, 142.0, 1.5798950690368656, 4.825
2.0, 145.0, 1.4034435895446222, 6.067
3.0, 151.0, 1.6693991124338936, 5.917
4.0, 146.0, 2.17013244611735, 7.091
