Fold, No hyperboxes, Training time, Testing error
1.0, 53.0, 0.05846111924620345, 32.895
2.0, 52.0, 0.05360438962816261, 31.169
3.0, 54.0, 0.04908753895142581, 35.526
4.0, 53.0, 0.05343032893142663, 29.87
