Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 529.0, 6.072143065277487, 19.12, 1.0
2.0, 569.0, 6.755921821051743, 19.76, 0.0
3.0, 534.0, 6.060186210990651, 18.88, 0.0
4.0, 545.0, 7.07837385617313, 19.36, 2.0
