Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 46.0, 0.1055093844915973, 3.0, 7.0
2.0, 49.0, 0.104817505372921, 2.8, 7.0
3.0, 64.0, 0.11509920730895828, 3.2, 12.0
4.0, 61.0, 0.1145493888616329, 4.0, 11.0
