Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 348.0, 2.522989344477537, 11.871, 8.0
2.0, 346.0, 2.398156314258813, 11.809, 9.0
3.0, 355.0, 2.66451814037282, 11.871, 11.0
4.0, 358.0, 2.724815866575227, 12.376, 10.0
