Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 93.0, 0.02352146594785154, 19.403, 6.0
2.0, 96.0, 0.022303041114355437, 26.471, 3.0
3.0, 94.0, 0.02306182937172707, 26.866, 6.0
4.0, 91.0, 0.020082433984498493, 20.588, 5.0
