Fold, No hyperboxes, Training time, Testing error
1.0, 88.0, 0.13799861236475408, 2.4
2.0, 97.0, 0.13708612706977874, 3.4
3.0, 93.0, 0.1357644294621423, 3.0
4.0, 94.0, 0.12469048469210975, 3.0
