Fold, No hyperboxes, Training time, Testing error
1.0, 52.0, 0.02692801305965986, 48.684
2.0, 51.0, 0.02636025520041585, 38.961
3.0, 52.0, 0.021153949652216397, 46.053
4.0, 52.0, 0.021900131832808256, 36.364
