Fold, No hyperboxes, Training time, Testing error
1.0, 84.0, 0.005631033040117472, 31.034
2.0, 86.0, 0.0051607297791633755, 31.034
3.0, 84.0, 0.005396851091063581, 27.586
4.0, 86.0, 0.005056972149759531, 37.931
