Fold, No hyperboxes, Training time, Testing error
1.0, 708.0, 0.4322935429372592, 3.64
2.0, 706.0, 0.38785036986519117, 4.152
3.0, 697.0, 0.4304428753675893, 4.325
4.0, 705.0, 0.39462322162580676, 3.813
