Fold, No hyperboxes, Training time, Testing error
1.0, 22.0, 0.013639764190884307, 56.604
2.0, 19.0, 0.011701339011779055, 66.667
3.0, 22.0, 0.012914915350847878, 58.491
4.0, 20.0, 0.023207283971714787, 62.963
