Fold, No hyperboxes, Training time, Testing error
1.0, 40.0, 0.12868806239566766, 15.251
2.0, 43.0, 0.13446164094784763, 20.415
3.0, 37.0, 0.127309637478902, 16.263
4.0, 41.0, 0.1328684280597372, 19.931
