Fold, No hyperboxes, Training time, Testing error
1.0, 22.0, 0.015029825459350832, 37.931
2.0, 24.0, 0.010848490099306218, 24.138
3.0, 28.0, 0.013637339943670668, 20.69
4.0, 29.0, 0.01507103760377504, 31.034
