Fold, No hyperboxes, Training time, Testing error
1.0, 371.0, 3.2827632886182982, 12.554
2.0, 338.0, 2.9562399787828326, 12.119
3.0, 366.0, 2.9061197120608995, 13.176
4.0, 370.0, 2.884189519609208, 12.624
