Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 142.0, 1.5798950690368656, 4.678, 6.0
2.0, 145.0, 1.4034435895446222, 4.971, 16.0
3.0, 151.0, 1.6693991124338936, 5.113, 25.0
4.0, 146.0, 2.17013244611735, 6.213, 26.0
