Fold, No hyperboxes, Training time, Testing error, No samples in boundary
1.0, 53.0, 0.05846111924620345, 30.263, 4.0
2.0, 52.0, 0.05360438962816261, 28.571, 3.0
3.0, 54.0, 0.04908753895142581, 32.895, 3.0
4.0, 53.0, 0.05343032893142663, 29.87, 0.0
